Security,SPX Index,
Start Date,12/30/27 0:00,
End Date,4/4/24 0:00,
Period,D,
Currency,USD,
,,
Date,PX_LAST,PX_VOLUME
1997-11-26,951.64,368811900
1997-11-25,950.82,469136000
1997-11-24,946.67,404996600
1997-11-21,963.09,498480700
1997-11-20,958.98,480188800
1997-11-19,944.59,401645700
1997-11-18,938.23,420139900
1997-11-17,946.2,485318700
1997-11-14,928.35,526602000
1997-11-13,916.66,556719500
1997-11-12,905.96,532078800
1997-11-11,923.78,390756200
1997-11-10,921.13,438732300
1997-11-07,927.51,500908000
1997-11-06,938.03,418399500
1997-11-05,942.76,456281400
1997-11-04,940.76,435763100
1997-11-03,938.99,457368602
1997-10-31,914.62,515384500
1997-10-30,903.68,606440600
1997-10-29,919.16,666819400
1997-10-28,921.85,1036300300
1997-10-27,876.99,603811000
1997-10-24,941.64,633582200
1997-10-23,950.69,559487600
1997-10-22,968.49,485293100
1997-10-21,972.28,489965100
1997-10-20,955.61,439398300
1997-10-17,944.16,607956800
1997-10-16,955.23,547316700
1997-10-15,965.72,509082500
1997-10-14,970.28,396673000
1997-10-13,968.1,257922300
1997-10-10,966.98,335072200
1997-10-09,970.62,392083500
1997-10-08,973.84,441442900
1997-10-07,983.12,448816700
1997-10-06,972.69,394405700
1997-10-03,965.03,521682500
1997-10-02,960.46,428094100
1997-10-01,955.41,593118300
1997-09-30,947.28,431210100
1997-09-29,953.34,349409100
1997-09-26,945.22,389433700
1997-09-25,937.91,425039400
1997-09-24,944.48,500752800
1997-09-23,951.93,417737700
1997-09-22,955.43,384625100
1997-09-19,950.51,519600400
1997-09-18,947.29,455981100
1997-09-17,943,483900200
1997-09-16,945.64,520491000
1997-09-15,919.77,366934100
1997-09-12,923.91,421288900
1997-09-11,912.59,482818900
1997-09-10,919.03,437198700
1997-09-09,933.62,427525300
1997-09-08,931.2,360017500
1997-09-05,929.05,420377700
1997-09-04,930.87,420640800
1997-09-03,927.86,437775900
1997-09-02,927.58,386559100
1997-08-29,899.47,312572300
1997-08-28,903.67,416604900
1997-08-27,913.7,421301900
1997-08-26,913.02,397397300
1997-08-25,920.16,321731300
1997-08-22,923.55,440643400
1997-08-21,925.05,458813900
1997-08-20,939.35,433702700
1997-08-19,926.01,475071100
1997-08-18,912.49,448408800
1997-08-15,900.81,432653200
1997-08-14,924.77,418727800
1997-08-13,922.02,520045600
1997-08-12,926.53,432199500
1997-08-11,937,438625800
1997-08-08,933.54,488326300
1997-08-07,951.19,475177200
1997-08-06,960.32,474222800
1997-08-05,952.37,404922132
1997-08-04,950.3,359931300
1997-08-01,947.14,410785200
1997-07-31,954.29,441046600
1997-07-30,952.29,434600400
1997-07-29,942.29,427677700
1997-07-28,936.45,357384600
1997-07-25,938.79,419215000
1997-07-24,940.3,460153200
1997-07-23,936.56,492728500
1997-07-22,933.98,457747600
1997-07-21,912.94,388895300
1997-07-18,915.3,511238300
1997-07-17,931.61,530277400
1997-07-16,936.59,563810100
1997-07-15,925.76,493801500
1997-07-14,918.38,400017200
1997-07-11,916.68,408000800
1997-07-10,913.78,440444600
1997-07-09,907.54,490567800
1997-07-08,918.75,384306000
1997-07-07,912.2,391564100
1997-07-03,916.92,286395300
1997-07-02,904.03,410808200
1997-07-01,891.03,412082000
1997-06-30,885.14,395011654
1997-06-27,887.3,349891700
1997-06-26,883.68,371220300
1997-06-25,888.99,456789300
1997-06-24,896.34,427769600
1997-06-23,878.62,376405500
1997-06-20,898.7,520820700
1997-06-19,897.99,424533700
1997-06-18,889.06,388739800
1997-06-17,894.42,417647000
1997-06-16,893.9,323731300
1997-06-13,893.27,452419000
1997-06-12,883.48,463583000
1997-06-11,869.57,400341500
1997-06-10,865.27,423123600
1997-06-09,862.91,380550900
1997-06-06,858.01,371860800
1997-06-05,843.43,352330100
1997-06-04,840.11,369623900
1997-06-03,845.48,419122300
1997-06-02,846.36,346308900
1997-05-30,848.28,497581700
1997-05-29,844.08,385022300
1997-05-28,847.21,407903700
1997-05-27,849.71,378430400
1997-05-23,847.03,314219500
1997-05-22,835.66,307746000
1997-05-21,839.35,457615400
1997-05-20,841.66,373106500
1997-05-19,833.27,271921600
1997-05-16,829.75,415500000
1997-05-15,841.88,346347500
1997-05-14,836.04,404558000
1997-05-13,833.13,406643600
1997-05-12,837.66,360482800
1997-05-09,824.78,357112500
1997-05-08,820.26,419318200
1997-05-07,815.62,415784500
1997-05-06,827.76,486731800
1997-05-05,830.24,458759400
1997-05-02,812.97,393190700
1997-05-01,798.53,375450400
1997-04-30,801.34,469599400
1997-04-29,794.05,433129500
1997-04-28,772.96,334390600
1997-04-25,765.37,302281200
1997-04-24,771.18,408514200
1997-04-23,773.64,393338400
1997-04-22,774.61,420023700
1997-04-21,760.37,330786300
1997-04-18,766.34,419177700
1997-04-17,761.77,414616600
1997-04-16,763.53,408663600
1997-04-15,754.72,424850900
1997-04-14,743.73,329037000
1997-04-11,737.65,380274900
1997-04-10,758.34,331188600
1997-04-09,760.6,344541100
1997-04-08,766.12,340735400
1997-04-07,762.13,353153500
1997-04-04,757.9,442324100
1997-04-03,750.32,422219300
1997-04-02,750.11,389500600
1997-04-01,759.64,424193400
1997-03-31,757.12,465552100
1997-03-27,773.88,406560500
1997-03-26,790.5,394231200
1997-03-25,789.07,381988500
1997-03-24,790.89,406331600
1997-03-21,784.1,452491900
1997-03-20,782.65,399092900
1997-03-19,785.77,470074400
1997-03-18,789.66,380374800
1997-03-17,795.71,433208000
1997-03-14,793.17,405923100
1997-03-13,789.56,394298800
1997-03-12,804.26,381288800
1997-03-11,811.34,383449400
1997-03-10,813.65,370700900
1997-03-07,804.97,411532000
1997-03-06,798.56,416903800
1997-03-05,801.99,428709000
1997-03-04,790.95,427204400
1997-03-03,795.31,352533900
1997-02-28,790.82,426242800
1997-02-27,795.07,398009000
1997-02-26,805.68,431435400
1997-02-25,812.1,420957400
1997-02-24,810.28,357860400
1997-02-21,801.77,383643800
1997-02-20,802.8,369815300
1997-02-19,812.49,366674200
1997-02-18,816.29,340845500
1997-02-14,808.48,365774600
1997-02-13,811.82,454019400
1997-02-12,802.77,440232100
1997-02-11,789.59,401170100
1997-02-10,785.43,419870600
1997-02-07,789.56,440871000
1997-02-06,780.15,437688700
1997-02-05,778.28,515703900
1997-02-04,789.26,378170900
1997-02-03,786.73,350623100
1997-01-31,786.16,429919900
1997-01-30,784.17,413493900
1997-01-29,772.5,374659000
1997-01-28,765.02,438101500
1997-01-27,765.02,366964400
1997-01-24,770.52,471350800
1997-01-23,777.56,537130600
1997-01-22,786.23,448322200
1997-01-21,782.72,428787800
1997-01-20,776.7,329439800
1997-01-17,776.17,405921200
1997-01-16,769.75,415501000
1997-01-15,767.2,417572100
1997-01-14,768.86,401783100
1997-01-13,759.51,347008400
1997-01-10,759.5,430316600
1997-01-09,754.85,391368200
1997-01-08,748.41,408252100
1997-01-07,753.23,406359100
1997-01-06,747.65,416490400
1997-01-03,748.03,349088500
1997-01-02,737.01,373441500
1996-12-31,740.74,295889900
1996-12-30,753.85,239813300
1996-12-27,756.79,182654500
1996-12-26,755.82,194117000
1996-12-24,751.03,119469100
1996-12-23,746.92,242288200
1996-12-20,748.87,550054100
1996-12-19,745.76,385648500
1996-12-18,731.54,348400700
1996-12-17,726.04,399022600
1996-12-16,720.98,335373300
1996-12-13,728.64,377317100
1996-12-12,729.33,376324500
1996-12-11,740.73,398886400
1996-12-10,747.54,336592500
1996-12-09,749.81,285771200
1996-12-06,739.6,391481000
1996-12-05,744.38,355841700
1996-12-04,745.1,384847600
1996-12-03,748.28,366668600
1996-12-02,756.56,292719700
1996-11-29,757.02,109779700
1996-11-27,755,276824300
1996-11-26,755.96,406331200
1996-11-25,757.03,351633000
1996-11-22,748.73,377937600
1996-11-21,742.75,336375900
1996-11-20,743.95,357110300
1996-11-19,742.16,330105700
1996-11-18,737.02,266555600
1996-11-15,737.62,416861400
1996-11-14,735.88,362883200
1996-11-13,731.13,345041100
1996-11-12,729.56,367532100
1996-11-11,731.87,254417400
1996-11-08,730.82,307824900
1996-11-07,727.65,397270200
1996-11-06,724.59,394979500
1996-11-05,714.14,386683300
1996-11-04,706.73,315904000
1996-11-01,703.77,348562500
1996-10-31,705.27,360269100
1996-10-30,700.9,311823010
1996-10-29,701.5,322608900
1996-10-28,697.26,277962375
1996-10-25,700.92,265524700
1996-10-24,702.29,325271900
1996-10-23,707.27,332118800
1996-10-22,706.57,313438800
1996-10-21,709.85,311492827
1996-10-18,710.82,357562600
1996-10-17,706.99,352799000
1996-10-16,704.41,344371200
1996-10-15,702.57,350116900
1996-10-14,703.54,229707700
1996-10-11,700.66,271467400
1996-10-10,694.61,271201400
1996-10-09,696.74,304643600
1996-10-08,700.64,323679600
1996-10-07,703.34,281329400
1996-10-04,701.46,346093800
1996-10-03,692.78,300906000
1996-10-02,694.01,346533300
1996-10-01,689.08,309608500
1996-09-30,687.31,274316600
1996-09-27,686.19,285196500
1996-09-26,685.86,385917500
1996-09-25,685.83,318186500
1996-09-24,685.61,349933300
1996-09-23,686.48,214494500
1996-09-20,687.03,417227300
1996-09-19,683,289118100
1996-09-18,681.47,302750400
1996-09-17,682.94,350025900
1996-09-16,683.98,326532900
1996-09-13,680.54,367990000
1996-09-12,671.15,295715100
1996-09-11,667.28,271640200
1996-09-10,663.81,274462300
1996-09-09,663.76,216211600
1996-09-06,655.68,260954100
1996-09-05,649.44,266364300
1996-09-04,655.61,250060200
1996-09-03,654.72,259247000
1996-08-30,651.99,223136700
1996-08-29,657.4,253922900
1996-08-28,664.81,229188400
1996-08-27,666.4,226803300
1996-08-26,663.88,220016600
1996-08-23,667.03,212375400
1996-08-22,670.68,243309200
1996-08-21,665.07,254556100
1996-08-20,665.69,229297600
1996-08-19,666.58,199051800
1996-08-16,665.21,252350400
1996-08-15,662.28,223105700
1996-08-14,662.05,253704200
1996-08-13,660.2,251028800
1996-08-12,665.77,235855600
1996-08-09,662.1,257855000
1996-08-08,662.59,248790400
1996-08-07,664.16,295981500
1996-08-06,662.38,243229200
1996-08-05,660.23,221760000
1996-08-02,662.49,331713200
1996-08-01,650.02,315886800
1996-07-31,639.95,282663000
1996-07-30,635.26,240984900
1996-07-29,630.91,211361900
1996-07-26,635.9,254824900
1996-07-25,631.17,308662300
1996-07-24,626.65,389719500
1996-07-23,626.87,340749400
1996-07-22,633.77,258516700
1996-07-19,638.73,330954200
1996-07-18,643.56,370790700
1996-07-17,634.07,409776000
1996-07-16,628.37,566922300
1996-07-15,629.8,344183100
1996-07-12,646.19,340244400
1996-07-11,645.67,436288500
1996-07-10,656.06,320055400
1996-07-09,654.75,282661800
1996-07-08,652.54,278456200
1996-07-05,657.44,141569100
1996-07-03,672.4,235344000
1996-07-02,673.61,254354100
1996-07-01,675.88,227671300
1996-06-28,670.63,286266200
1996-06-27,668.55,292865000
1996-06-26,664.39,287516000
1996-06-25,668.48,278076900
1996-06-24,668.85,245264100
1996-06-21,666.84,424045100
1996-06-20,662.1,350446000
1996-06-19,661.96,285498400
1996-06-18,662.06,266405200
1996-06-17,665.16,214594100
1996-06-14,665.85,254279800
1996-06-13,667.92,260095100
1996-06-12,669.04,277542400
1996-06-11,670.97,269720400
1996-06-10,672.16,220798900
1996-06-07,673.31,330626000
1996-06-06,673.03,317150600
1996-06-05,678.44,264384300
1996-06-04,672.56,283625200
1996-06-03,667.68,230166200
1996-05-31,669.12,264916600
1996-05-30,671.7,275972400
1996-05-29,667.93,265684600
1996-05-28,672.23,241993900
1996-05-24,678.51,221611600
1996-05-23,676,304319500
1996-05-22,678.42,304287100
1996-05-21,672.76,274106900
1996-05-20,673.15,259364000
1996-05-17,668.91,310475100
1996-05-16,664.85,281427000
1996-05-15,665.42,329248600
1996-05-14,665.6,329077100
1996-05-13,661.51,281873800
1996-05-10,652.09,287995100
1996-05-09,645.44,280859300
1996-05-08,644.77,351900900
1996-05-07,638.26,293029500
1996-05-06,640.81,285446700
1996-05-03,641.63,330999300
1996-05-02,643.38,332010500
1996-05-01,654.58,276457300
1996-04-30,654.17,260762100
1996-04-29,654.16,227123200
1996-04-26,653.46,291516300
1996-04-25,652.87,341191300
1996-04-24,650.17,368255200
1996-04-23,651.58,312164500
1996-04-22,647.89,280951100
1996-04-19,645.07,331471500
1996-04-18,643.61,314881600
1996-04-17,641.61,330340500
1996-04-16,645,347870200
1996-04-15,642.49,247966200
1996-04-12,636.71,309639900
1996-04-11,631.18,425369000
1996-04-10,633.5,388910600
1996-04-09,642.19,351406300
1996-04-08,644.24,347147100
1996-04-04,655.86,280150100
1996-04-03,655.88,285810600
1996-04-02,655.26,294140400
1996-04-01,653.73,303114700
1996-03-29,645.5,295751200
1996-03-28,648.94,277638500
1996-03-27,648.91,287656500
1996-03-26,652.97,310966200
1996-03-25,650.04,260352600
1996-03-22,650.62,247074600
1996-03-21,649.19,278966200
1996-03-20,649.98,322984900
1996-03-19,651.69,333059400
1996-03-18,652.65,337433400
1996-03-15,641.43,452375400
1996-03-14,640.87,362407300
1996-03-13,638.55,321921200
1996-03-12,637.09,345992500
1996-03-11,640.02,352071100
1996-03-08,633.5,428339800
1996-03-07,653.65,323439500
1996-03-06,652,327454700
1996-03-05,655.79,318294400
1996-03-04,650.81,331942300
1996-03-01,644.37,410849600
1996-02-29,640.43,336651900
1996-02-28,644.75,334655400
1996-02-27,647.24,315079100
1996-02-26,650.46,289023200
1996-02-23,659.08,343418000
1996-02-22,658.86,381097700
1996-02-21,648.1,326051300
1996-02-20,640.65,298759800
1996-02-16,647.98,333953800
1996-02-15,651.32,297795800
1996-02-14,655.58,302209700
1996-02-13,660.51,339660900
1996-02-12,661.45,302450700
1996-02-09,656.37,388620000
1996-02-08,656.07,365490300
1996-02-07,649.93,363659000
1996-02-06,646.33,373887700
1996-02-05,641.43,308480300
1996-02-02,635.84,332192700
1996-02-01,638.46,342361800
1996-01-31,636.02,375493100
1996-01-30,630.15,349604300
1996-01-29,624.22,267370600
1996-01-26,621.62,297272000
1996-01-25,617.03,361148100
1996-01-24,619.96,392796300
1996-01-23,612.79,316949600
1996-01-22,613.4,308657900
1996-01-19,611.83,421050200
1996-01-18,608.24,373094100
1996-01-17,606.37,438838800
1996-01-16,608.44,365542400
1996-01-15,599.82,255708700
1996-01-12,601.81,303013500
1996-01-11,602.69,326168900
1996-01-10,598.48,427281600
1996-01-09,609.45,354902800
1996-01-08,618.46,90279700
1996-01-05,616.71,350882500
1996-01-04,617.7,416563300
1996-01-03,621.32,357813200
1996-01-02,620.73,277459900
1995-12-29,615.93,229862900
1995-12-28,614.12,204321800
1995-12-27,614.53,172581300
1995-12-26,614.3,137436900
1995-12-22,611.96,204344800
1995-12-21,610.49,306766300
1995-12-20,605.94,312524000
1995-12-19,611.93,363148600
1995-12-18,606.81,323949900
1995-12-15,616.34,542208800
1995-12-14,616.92,337255700
1995-12-13,621.69,290291800
1995-12-12,618.78,254373800
1995-12-11,619.52,239342400
1995-12-08,617.48,237600200
1995-12-07,616.17,268875300
1995-12-06,620.18,311591200
1995-12-05,617.68,315448500
1995-12-04,613.68,286710900
1995-12-01,606.98,261464300
1995-11-30,605.37,286977000
1995-11-29,607.64,274708800
1995-11-28,606.45,287806600
1995-11-27,601.32,271931000
1995-11-24,599.97,77583700
1995-11-22,598.4,272374000
1995-11-21,600.24,302837700
1995-11-20,596.85,239518500
1995-11-17,600.07,304179600
1995-11-16,597.34,316934200
1995-11-15,593.96,290370600
1995-11-14,589.29,261394200
1995-11-13,592.3,215804800
1995-11-10,592.72,231126300
1995-11-09,593.26,274661900
1995-11-08,591.71,263121600
1995-11-07,586.32,304113500
1995-11-06,588.46,232802500
1995-11-03,590.57,252746100
1995-11-02,589.72,301734200
1995-11-01,584.22,271359600
1995-10-31,581.5,287391000
1995-10-30,583.25,254444900
1995-10-27,579.7,282757900
1995-10-26,576.72,330726100
1995-10-25,582.47,320553900
1995-10-24,586.54,270360000
1995-10-23,585.06,249863000
1995-10-20,587.46,313399300
1995-10-19,590.65,321959200
1995-10-18,587.44,359658200
1995-10-17,586.78,280896200
1995-10-16,583.03,216684900
1995-10-13,584.5,276423300
1995-10-12,583.1,252410300
1995-10-11,579.46,264678000
1995-10-10,577.52,347062500
1995-10-09,578.37,252203600
1995-10-06,582.49,259516400
1995-10-05,582.63,290313700
1995-10-04,581.47,272327900
1995-10-03,582.34,292109500
1995-10-02,581.72,235537200
1995-09-29,584.41,258419700
1995-09-28,585.87,283832600
1995-09-27,581.04,332368600
1995-09-26,581.41,270423400
1995-09-25,581.81,209125000
1995-09-22,581.73,260308500
1995-09-21,583,270986700
1995-09-20,586.77,289190400
1995-09-19,584.2,270232400
1995-09-18,582.77,265386300
1995-09-15,583.35,431764000
1995-09-14,583.61,289568400
1995-09-13,578.77,279042200
1995-09-12,576.51,236539900
1995-09-11,573.91,211595500
1995-09-08,572.68,223574300
1995-09-07,570.29,241749100
1995-09-06,570.17,262964200
1995-09-05,569.17,243186000
1995-09-01,563.84,188640400
1995-08-31,561.88,218677500
1995-08-30,560.92,238631700
1995-08-29,560,265516900
1995-08-28,559.05,209475300
1995-08-25,560.1,192004300
1995-08-24,557.46,236132300
1995-08-23,557.14,219772600
1995-08-22,559.52,236566800
1995-08-21,558.11,242610100
1995-08-18,559.21,262747300
1995-08-17,559.04,241587400
1995-08-16,559.97,279284600
1995-08-15,558.57,231543400
1995-08-14,559.74,188904300
1995-08-11,555.11,203236100
1995-08-10,557.45,211572600
1995-08-09,559.71,218042100
1995-08-08,560.39,204693600
1995-08-07,560.03,189141500
1995-08-04,558.94,210305000
1995-08-03,558.75,279848700
1995-08-02,558.8,310998200
1995-08-01,559.64,259726300
1995-07-31,562.06,219677600
1995-07-28,562.93,220582300
1995-07-27,565.22,244286200
1995-07-26,561.61,290344200
1995-07-25,561.1,284251200
1995-07-24,556.63,244357100
1995-07-21,553.62,372337800
1995-07-20,553.54,318370500
1995-07-19,550.98,440981100
1995-07-18,558.46,293141600
1995-07-17,562.72,244569300
1995-07-14,559.89,228514500
1995-07-13,561,268589900
1995-07-12,560.89,279864800
1995-07-11,554.78,255648000
1995-07-10,557.19,287371700
1995-07-07,556.37,337363500
1995-07-06,553.99,273744800
1995-07-05,547.26,232819900
1995-07-03,547.09,76597500
1995-06-30,544.75,205536600
1995-06-29,543.87,218688800
1995-06-28,544.73,269342100
1995-06-27,542.43,240719800
1995-06-26,544.13,204146900
1995-06-23,549.71,223120600
1995-06-22,551.07,288893200
1995-06-21,543.98,285691300
1995-06-20,544.98,276419200
1995-06-19,545.22,242704400
1995-06-16,539.83,358455600
1995-06-15,537.12,238169700
1995-06-14,536.47,223781100
1995-06-13,536.05,244192900
1995-06-12,530.88,212740100
1995-06-09,527.94,237905200
1995-06-08,532.35,191368800
1995-06-07,533.13,237667400
1995-06-06,535.55,260443100
1995-06-05,535.6,280968400
1995-06-02,532.51,263543400
1995-06-01,533.49,254756000
1995-05-31,533.4,279631600
1995-05-30,523.58,223899700
1995-05-26,523.65,213271000
1995-05-25,528.59,261701100
1995-05-24,528.61,305319100
1995-05-23,528.59,261998700
1995-05-22,523.65,210393900
1995-05-19,519.19,275428300
1995-05-18,519.58,269541800
1995-05-17,527.07,249768000
1995-05-16,528.19,265910600
1995-05-15,527.74,236638800
1995-05-12,525.55,283029300
1995-05-11,524.37,262233400
1995-05-10,524.36,273233500
1995-05-09,523.56,251369100
1995-05-08,523.96,216516800
1995-05-05,520.12,247380100
1995-05-04,520.54,327680100
1995-05-03,520.48,288169200
1995-05-02,514.86,215547200
1995-05-01,514.26,227362200
1995-04-28,514.71,236815100
1995-04-27,513.55,252981100
1995-04-26,512.66,237907400
1995-04-25,512.1,256686000
1995-04-24,512.89,244260300
1995-04-21,508.49,323738100
1995-04-20,505.29,295994000
1995-04-19,504.92,322619200
1995-04-18,505.37,259938700
1995-04-17,506.13,264962200
1995-04-13,509.23,218082300
1995-04-12,507.17,239386400
1995-04-11,505.53,227225700
1995-04-10,507.01,187481400
1995-04-07,506.42,235180500
1995-04-06,506.08,229789100
1995-04-05,505.57,239307600
1995-04-04,505.24,245095500
1995-04-03,501.85,199319000
1995-03-31,500.71,258552700
1995-03-30,502.22,275909100
1995-03-29,503.12,305180500
1995-03-28,503.9,221385950
1995-03-27,503.2,197108100
1995-03-24,500.97,249819500
1995-03-23,495.95,227833300
1995-03-22,495.67,216228800
1995-03-21,495.07,245047800
1995-03-20,496.15,186973600
1995-03-17,495.52,309165400
1995-03-16,495.41,230660900
1995-03-15,491.88,221102300
1995-03-14,492.89,240303100
1995-03-13,490.05,189723066
1995-03-10,489.57,246772700
1995-03-09,483.16,208267300
1995-03-08,483.14,238358900
1995-03-07,482.12,248899600
1995-03-06,485.63,197684600
1995-03-03,485.42,210253400
1995-03-02,485.13,224092900
1995-03-01,485.65,259865400
1995-02-28,487.39,205295500
1995-02-27,483.81,179404600
1995-02-24,488.11,205752800
1995-02-23,486.91,276080000
1995-02-22,485.07,228892700
1995-02-21,482.74,207431800
1995-02-17,481.97,200331100
1995-02-16,485.22,177171900
1995-02-15,484.54,210539200
1995-02-14,482.55,167163500
1995-02-13,481.65,143088800
1995-02-10,481.46,165018800
1995-02-09,480.19,186143120
1995-02-08,481.19,187435330
1995-02-07,480.81,188286000
1995-02-06,481.14,190681000
1995-02-03,478.64,261284400
1995-02-02,472.78,180723200
1995-02-01,470.4,232609500
1995-01-31,470.42,220148000
1995-01-30,468.51,185191200
1995-01-27,470.39,218211600
1995-01-26,468.32,183891300
1995-01-25,467.44,213712100
1995-01-24,465.86,184386300
1995-01-23,465.81,189599400
1995-01-20,464.78,226409200
1995-01-19,466.95,173122400
1995-01-18,469.72,190315900
1995-01-17,470.05,199872500
1995-01-16,469.38,190487000
1995-01-13,465.97,197066100
1995-01-12,461.64,171749700
1995-01-11,461.66,191914600
1995-01-10,461.68,200655100
1995-01-09,460.83,167375400
1995-01-06,460.68,189574200
1995-01-05,460.34,168049300
1995-01-04,460.71,177097800
1995-01-03,459.11,144822200
1994-12-30,459.27,142491800
1994-12-29,461.16,147496700
1994-12-28,460.86,145361700
1994-12-27,462.47,126308100
1994-12-23,459.83,118824200
1994-12-22,459.67,214898200
1994-12-21,459.61,235568200
1994-12-20,457.1,218115600
1994-12-19,457.91,183876300
1994-12-16,458.8,388178800
1994-12-15,455.34,232905700
1994-12-14,454.97,252840600
1994-12-13,450.15,208530739
1994-12-12,449.47,205066100
1994-12-09,446.96,237264200
1994-12-08,445.45,231150000
1994-12-07,451.23,199259900
1994-12-06,453.11,197793300
1994-12-05,453.32,175432900
1994-12-02,453.3,193271800
1994-12-01,448.92,218324800
1994-11-30,453.69,229313950
1994-11-29,455.17,217371600
1994-11-28,454.16,187365200
1994-11-25,452.29,80929600
1994-11-24,#N/A N/A,500000
1994-11-23,449.93,325490800
1994-11-22,450.09,275477300
1994-11-21,458.3,206686500
1994-11-18,461.47,264469400
1994-11-17,463.56,245553400
1994-11-16,465.6,189826200
1994-11-15,465.03,236366600
1994-11-14,466.04,179182900
1994-11-11,462.35,166389600
1994-11-10,464.37,193858000
1994-11-09,465.4,246207500
1994-11-08,465.65,205928200
1994-11-07,463.07,181210400
1994-11-04,462.28,196468900
1994-11-03,467.91,203427600
1994-11-02,466.5,248071000
1994-11-01,468.42,231482900
1994-10-31,472.35,226031900
1994-10-28,473.77,281755200
1994-10-27,465.85,236852400
1994-10-26,462.62,228013400
1994-10-25,461.53,224171000
1994-10-24,460.83,204025900
1994-10-21,464.89,225056700
1994-10-20,466.85,231078500
1994-10-19,470.28,235718800
1994-10-18,467.66,189690700
1994-10-17,468.96,176329600
1994-10-14,469.1,174290700
1994-10-13,467.77,242935300
1994-10-12,465.47,198569900
1994-10-11,465.79,275426984
1994-10-10,459.04,154517600
1994-10-07,455.1,211317300
1994-10-06,452.36,197448400
1994-10-05,453.52,275085800
1994-10-04,454.59,241723300
1994-10-03,461.74,203035500
1994-09-30,462.69,220473200
1994-09-29,462.24,193223100
1994-09-28,464.84,231376500
1994-09-27,462.05,204775100
1994-09-26,460.82,175459300
1994-09-23,459.67,202269500
1994-09-22,461.27,219510200
1994-09-21,461.46,268476300
1994-09-20,463.36,227868000
1994-09-19,470.85,197779950
1994-09-16,471.19,326391100
1994-09-15,474.81,196388400
1994-09-14,468.8,189580100
1994-09-13,467.51,201332600
1994-09-12,466.21,161901100
1994-09-09,468.18,207493700
1994-09-08,473.14,196903400
1994-09-07,470.96,191125900
1994-09-06,471.86,137565900
1994-09-05,#N/A N/A,1533000
1994-09-02,470.99,154860400
1994-09-01,473.17,203558800
1994-08-31,475.49,255618400
1994-08-30,476.07,199677900
1994-08-29,474.59,199768800
1994-08-26,473.8,231595700
1994-08-25,468.08,207725200
1994-08-24,469.03,208623900
1994-08-23,464.51,210061300
1994-08-22,462.32,167464400
1994-08-19,463.68,219742800
1994-08-18,463.17,221173700
1994-08-17,465.17,234834200
1994-08-16,465.01,231598800
1994-08-15,461.23,160205400
1994-08-12,461.94,172985900
1994-08-11,458.88,206937100
1994-08-10,460.3,196223200
1994-08-09,457.93,168344900
1994-08-08,457.89,134848200
1994-08-05,457.09,155787400
1994-08-04,458.4,199696200
1994-08-03,461.45,190182400
1994-08-02,460.56,199548000
1994-08-01,461.01,179640200
1994-07-29,458.26,196515300
1994-07-28,454.23,161789900
1994-07-27,452.57,165689400
1994-07-26,453.36,160772500
1994-07-25,454.25,153708200
1994-07-22,453.11,190825000
1994-07-21,452.61,197257900
1994-07-20,451.6,197353800
1994-07-19,453.86,190012500
1994-07-18,455.22,163824900
1994-07-15,454.16,214463600
1994-07-14,453.41,242493800
1994-07-13,448.73,201771178
1994-07-12,447.95,180762700
1994-07-11,448.06,158075400
1994-07-08,449.55,167172100
1994-07-07,448.38,176206200
1994-07-06,446.13,158664700
1994-07-05,446.37,129909800
1994-07-04,#N/A N/A,1337000
1994-07-01,446.2,143322800
1994-06-30,444.27,182141500
1994-06-29,447.63,187968200
1994-06-28,446.07,181529700
1994-06-27,447.31,174995000
1994-06-24,442.8,186858500
1994-06-23,449.63,189285200
1994-06-22,453.09,169711900
1994-06-21,451.34,219851500
1994-06-20,455.48,158795700
1994-06-17,458.45,298238400
1994-06-16,461.93,164557400
1994-06-15,460.61,184210000
1994-06-14,462.37,201038900
1994-06-13,459.1,147746200
1994-06-10,458.67,169200700
1994-06-09,457.86,166957000
1994-06-08,457.06,179281300
1994-06-07,458.21,156639500
1994-06-06,458.88,186715800
1994-06-03,460.13,194576400
1994-06-02,457.65,197421300
1994-06-01,457.63,205814600
1994-05-31,456.5,145938400
1994-05-27,457.33,139504500
1994-05-26,457.06,185526600
1994-05-25,456.34,188949200
1994-05-24,454.81,208588200
1994-05-23,453.2,181561800
1994-05-20,454.92,212080222
1994-05-19,456.48,218392500
1994-05-18,453.69,235944000
1994-05-17,449.37,233940800
1994-05-16,444.49,171528212
1994-05-13,444.14,222463412
1994-05-12,443.75,175559200
1994-05-11,441.49,187091500
1994-05-10,446.01,205195600
1994-05-09,442.32,168380100
1994-05-06,447.82,203277700
1994-05-05,451.38,175733900
1994-05-04,451.72,180819300
1994-05-03,453.03,205751700
1994-05-02,453.02,196710100
1994-04-29,450.91,195602700
1994-04-28,449.1,215358900
1994-04-27,#N/A N/A,603000
1994-04-26,451.87,185286900
1994-04-25,452.71,178568300
1994-04-22,447.63,224900500
1994-04-21,448.73,274629700
1994-04-20,441.96,295622800
1994-04-19,442.54,252246020
1994-04-18,442.46,207676800
1994-04-15,446.18,235378200
1994-04-14,446.38,213389800
1994-04-13,446.26,217068500
1994-04-12,447.57,187114700
1994-04-11,449.87,177777200
1994-04-08,447.1,191329100
1994-04-07,450.88,206148100
1994-04-06,448.05,212303600
1994-04-05,448.29,258800500
