returns,volatilities,L(t)
51,51,0.08690226164230211
8,8,0.08964081479908506
-18,18,0.09248215272356569
-6,6,0.08984891907848415
10,10,0.09317169700776
-9,9,0.09089232210991173
8,8,0.08868246683956688
8,8,0.09166026741465938
30,30,0.06932716645685429
-45,45,0.0691439296771348
-24,24,0.034199166269715094
-54,54,0.031609467934559134
12,12,0.02915345194585788
15,15,0.02977929977750504
0,0,0.005259100193197844
-49,49,0.0072864448735746245
-4,4,0.010269458417685597
-11,11,0.00808935500670347
16,16,0.010409330330368985
-17,17,0.009802457354674252
-25,25,0.02314049527790123
42,42,0.021752557135968433
20,20,0.023320082701631502
-3,3,0.028349127130899626
33,33,0.07473834073423474
67,67,0.07047025982938858
-31,31,0.06830462169165248
15,15,0.07095899534586858
-13,13,0.06189837855133695
-37,37,-0.01933419640371137
-83,83,-0.017629508838037322
-4,4,-0.015127569067452476
-13,13,-0.012609805291837481
30,30,-0.012822523693292703
2,2,-0.010392672075735496
-10,10,-0.011562987396495623
20,20,-0.004636760654581394
37,37,-0.002339623046154041
-8,8,-0.002284455251452381
-24,24,-0.004108465719863499
10,10,0.04209492635442247
71,71,0.043948677017164296
-17,17,0.042848950758820205
5,5,0.04223334975736878
3,3,0.040497553017164734
15,15,0.04112842611885245
-1,1,0.04112122004590788
1,1,0.04307252120600098
-8,8,0.044964105833821
29,29,0.04558363078651261
-1,1,0.05107061888722846
36,36,0.03499583185734506
-47,47,0.03218407982008511
-30,30,0.05306352734877378
55,55,0.05981845416356583
39,39,0.05831772991727385
16,16,0.05675078546523012
11,11,0.05521112303757657
11,11,0.055173463978116184
24,24,0.0568924405224956
-16,16,0.05661027704821478
23,23,0.03743646575061281
-51,51,0.03631102862631235
7,7,0.03874215769947895
31,31,0.026029996544990365
-45,45,-0.012491265454423637
-69,69,-0.010589274547926027
-14,14,-0.011124950451665087
4,4,-0.05683712263070613
-77,77,-0.04397226582696936
48,48,-0.04215365500520081
-8,8,-0.04027236298153431
-10,10,-0.0384595495712534
-9,9,-0.03717522285482057
-4,4,-0.03784983742388117
5,5,-0.03634010909289323
-6,6,-0.03717357258465219
6,6,-0.039508803498950376
-31,31,-0.038984715553357176
-22,22,-0.039510482368897266
-26,26,-0.04054119022240235
7,7,-0.042438893397494445
-30,30,-0.04358625461537281
8,8,-0.041951516066349684
-11,11,-0.042335428273833464
3,3,-0.04213287881254519
-23,23,-0.04101176201724338
-18,18,-0.046026934718463475
-37,37,-0.04495343574137315
27,27,-0.037268390295058976
41,41,-0.04492557272240043
-42,42,-0.04339973249872009
-13,13,-0.0422831506362969
-5,5,-0.049193766479098996
-41,41,-0.04789256827644453
-16,16,-0.04898730810798977
17,17,-0.049451150380602
3,3,-0.05076074885615054
13,13,-0.08081796273489245
-70,70,-0.08177608853323293
-28,28,-0.08219440859870943
3,3,-0.08174857979169287
-1,1,-0.08046088954132587
-8,8,-0.07934766237509058
-6,6,-0.07877049397124831
-2,2,-0.0642098794106456
51,51,-0.06313740062458555
-17,17,-0.06260462562143423
-21,21,-0.03182038564713382
69,69,-0.02562759232158256
40,40,-0.030415501511966838
-38,38,-0.03466055716045323
-37,37,-0.03361014073116172
-17,17,-0.03483172727968078
10,10,-0.03380104060860777
-17,17,-0.035038583935234895
11,11,-0.0340753959212621
-6,6,-0.034229039444522276
1,1,-0.03438057517371466
1,1,-0.05271052560663943
-60,60,-0.06658379138757155
-55,55,-0.07679797811955498
-50,50,-0.07423422842663573
32,32,-0.0841457475423084
-50,50,-0.08466670138941843
-27,27,-0.08496458179384597
-26,26,-0.06859702917597385
56,56,-0.06773406323197129
-6,6,-0.04718827145492088
62,62,-0.048440687859223376
-30,30,-0.04390899891057849
38,38,-0.03946165588034915
38,38,-0.03865799690052749
-19,19,-0.04045462527268246
-32,32,-0.040028538088846974
-22,22,-0.0390611160916765
-8,8,-0.03861570619800342
26,26,-0.03973328965683828
9,9,-0.0361652509771225
36,36,-0.03583092305202222
-2,2,-0.03694724244558581
14,14,-0.03690944197930283
24,24,-0.03579456196892406
-12,12,-0.036534802558732114
5,5,-0.03556746293624208
28,28,-0.0366637520323393
11,11,-0.03724651816535572
4,4,-0.03832577132406081
12,12,-0.02963312251536231
47,47,-0.030570485239302995
16,16,-0.03155235463868531
15,15,-0.031965973813955106
21,21,-0.030948514951808153
-8,8,-0.03184459988563196
8,8,-0.04194607908921019
-51,51,-0.04289767214805695
